user_name,rating,date,review
J E,4,2025-09-18 08:10:26,"it's a really good and fun game. But there's two issues for me personally, one is that it's really p2w. Like, if you go f2p on this game you occasionally might want to murder someone. Second is that this game is insanely dependent on really good and stable wi-fi. If your Internet drops by half a bar, you lost the match."
Bub Liverman,3,2025-09-27 00:56:13,"genuinely have an addiction to this game and can't go long without playing when im free. thay being said why can't I play the game properly on the latest android update? I have a year old phone and this version came out 2 years ago there's no way my phones ""old"" i have like 300 hours over the last 4 months alone and frfr wanna keep playing but input doesn't work right or at all on this version of android. i barely ever leave reviews, but maybe leaving this one will help? idk bruh"
Chase Correa,2,2025-08-22 10:24:30,unfortunately this game has become pay to win just like it's predecessor clash of clans. Dont have the cards you need for upgrade? Don't worry they sell them. Your castle defense is lacking? Don't worry they sell that! It used to be skill based but that time has come and gone. GG to the OG clash royalers it was fun while it lasted.
David Hutton,1,2025-09-09 13:55:03,it is a very bad game that's unbalanced and unmanaged. They pit you up against higher ranked players in an attempt to get you to spend money on the game. you cannot max out cards without paying for it.
Zach Sheton,1,2025-10-03 18:51:22,"I got the game again. I played for a long time a while back. when I started the tutorial I got stuck in it. I've done about 15 practice battles, and I still see that stupid hand trying to make me do another practice battle. I tried recovering my old account and it won't let me. I was willing to start over with new cards. but I still cant get past the tutorials."
A zz,1,2025-09-30 06:28:45,there is no way with the millions of players in this game that I somehow will always match up with counter decks. I've changed my deck multiple times when I bump up to next arena I play against the same decks 10 times in a row. I've been playing for 9 years
Omar Abed,1,2025-08-14 09:18:25,"So apparently, the system slows down your generating mana depending on who it wants to win. Yes, you might be able to overcome that by being lucky with your troops. However, after timing it in multiple games, the game is rigged. No need to get fustrated anymore my friends, the system has got it all planned out for you - just updated this again August 14 2025"
Jaafar Almukhtar,1,2025-10-06 23:26:52,"It's one of the worst apps and games I've ever played and used, you reach up to almost 15000 trophy and then they get you back to 11000 suddenly without any previous warning or notification, and you get nothing instead! you don't know why you're playing cause at any moment they will take you back to a one year before trophies! it's just nonsense..."
Graham Gifford,3,2025-08-22 00:56:08,well I play and win like two games then lose like 3 and then have to continue playing to get it back up and it almost took me a month to get out of an arena so yeah. also it can be really addictive so make sure to take breaks and know when to stop playing because in one day I spent like 7 HOURS on the game and I didn't even know it.
ryder program,1,2025-10-19 18:43:37,"Fix reconnecting in game. It's better to close and reopen the app then it is to wait for it to reconnect. Also, the clan war matchups are horrendously overleveled."
Lincoln Holliday,1,2025-11-03 17:26:01,"this game is so pay to win its crazy you can't go against anything fair anymore because evolutions have ruined the game, supercell has only made one good game and thats brawl stars at least in that game you have to have some skill I just went against lvl 10 peka, lvl 10 Royal recruits I'm being so serious don't install this game if you like having fun would not recommend"
Lord Boss4,1,2025-08-26 07:53:46,"if I could give a review lower than this I would, game has become basically every EA game, filled with p2w, you wanna play free to play? too bad, someone is gonna buy the best stuff they can, and every other match you go against someone who has spent 100 bucks on the game and has cards that aren't even unlocked for you yet cause they are arena 13 while you are at 9. don't play unless you have a thousand bucks spare."
Ali Can,1,2025-08-13 22:14:48,"The reason i gave it one star is because i didn't enter the progressive mode i used to play in a season, so they set a 15000 trophy limit. I've been playing the game since it was first released, but this move has ended the game for me"
Craig Tansley,1,2025-09-12 07:44:31,matchmaking algorithm is completely rigged. after 9 years of playing it's very obvious to me. it's getting extremely frustrating and not fun to play at all. I would not recommend this game to any new players.
Madeleine L,1,2025-10-01 15:40:41,Please make the round preparation time in merge tactics start faster and end wayyy slower in the final rounds. its impossible to mass sell and rebuy/upgrade if that's the play you want to do. all the animations take so long.
Jd Armfield,1,2025-10-13 07:48:09,"I don't recommend playing this game. Everyone plays the same tired old decks. Evolutions are pay-to-win, and cards are balanced horribly. Most of the time, it feels like rock, paper, scissors. If you don't have a counter to the opponents deck, then you lose and vice versa. Yes, you can win by playing meta cards and some skill, but playing the same cards and decks over and over is boring."
Abdollah Asim,1,2025-08-29 11:15:41,"It had become pay to win sinse a period I think like a year and half so for people like me who don't buy things , it became so hard most of my enemies are Lvl 14 and 15 by buying the royal pass. So is that I won't play it again it was the best game in my childhood, it was... worst game ever"
Nicklas Kristoffersen,1,2025-11-04 03:50:31,Can't even access the game. If it doesn't crash during startup it crashes during me loading into a match. This started after the latest update.
Avi Fecher,5,2025-10-25 21:36:26,its a fun game but quite pay to win however if you like strategic games that you can play on the bus or anywere really i think this is the game for you also its extremely rewarding which makes it more enjoyable.
K A I I,3,2025-09-10 19:15:10,"Help!! my game has stuck on updating and after some time it says network error. i tried clear cache, clear data,force stop, reinstalling and still not fixed. I missed many things because of that."
Nash,1,2025-10-31 00:08:31,If you install this game for the first time in 2025 you will forever be at a disadvantage. No matter how hard you try you will never have a fraction of what players had when the event shop existed.
Ryland,5,2025-08-17 15:08:06,"if you dont have the game. get it. I dont care how many people say it sucks or how they say its p2w or just luck. im still gonna play it and you should too. theres more to the game than placing things down its a strategy that you need to build on as you get better at the game. its not hard to level up cards or get wins. its a easy game to learn, has a fun concept, and will always have you coming back. great game 5/5. never fails to keep me entertained."
Nikunj Saini,1,2025-11-04 20:48:16,"They have just ruined the game beyond repair. IF YOU ARE A PLAYER THAT IS THINKING OF RETURNING, PLEASE DO NOT. Made this game absolute pay to win. Nothing at all for free to play players."
Federico Cigliutti,1,2025-08-14 20:08:48,"I hate this game, you spend time, resources and money to get your deck how you want it and then just when you do have something that is working, they go and nerf your troops because its too hard to counter it. every single time."
Vincent de Margerie,1,2025-09-20 20:05:15,"You play their game for year just to reach a pay wall at lvl 14 of 15 where you either need to pay ridiculous amounts of money to lvl up you troops, or you just can't help your clan in wars unless ALL you cards are maxed out to lvl 15. Clan war matchmaking needs a serious fix to be playable at all levels. It shouldn't be a thing that my clan leaders tell me to afk my games in clan wars to get only the base points for participating. Supercell, how greedy can you get... seriously. fix your game"
Brandon Ramirez,3,2025-10-26 03:19:38,This game is fun but 🫤 the bad part is that I keep getting player higher or stronger opponents then me even tho I have weak cards the enemies have hight level cards then me thats the bad part it would be more fair if I could go against people who have the same levels as me
Abhay,1,2025-08-31 00:44:27,"was playing everyday for 3 weeks now since the new update it says 75% or updating and doesn't load into the game researched and found out it's not just me but a lot of other people, really annoying urging supercell to fix this issue asap."
Sakha NK,2,2025-09-19 17:34:13,"Hear me out, the reward system is quite stingy. You must wait for 24 hour to get a new reward (free coins and chest). Which is will make it difficult for new players to make a significant progress. That's why it's kind of boring."
Chapina Alonzo,1,2025-10-07 09:55:22,"I like playing this game but right now it's not letting me in, keeps saying updating but stops and it's not my wifi so I'm not liking it at the moment.....once again it's doin something and I can't play the game, not my phone or wifi, says updating and then I need to log back in, already uninstalled 3x and still nothing."
James DMurdoch,3,2025-10-27 06:02:44,"horrible matchmaking, per usual. always getting paired with people who's tower levels are two more than mine and cards are 4 or more levels higher. worse than cod matching. card art is cool, clan things are cool but trophy road is HORRID"
Keaton Wright,1,2025-10-19 07:58:59,"I keep playing, hoping that it would be better but It slowly gets worse. this game also is a big pay to win game. I wish I could rate this game lower but there is a limit to how low i can rate it"
Lewis Wynkoop,1,2025-10-14 03:32:10,This game is terrible. If there were a 0 stars it would be that. You need a deck that can actually survive so you can't use cards that have low hp but if you use cards with high hp you can't defend. And the cherry on top is that there is no compensation for doing bad.
best friend,3,2025-09-01 13:11:08,I hate every time that I lose to a pay to win loser because they have way better cards and it's way easier for them to counter my deck because of higher level and they buy cards that you can't unlock if you're in a lower league there's nothing I can do to counter their deck they should add a feature where you shouldn't lose trophies to people who have higher level cards and people who paid for evos. I'm only on league 3 💀 and already battling people with evos but besides that the game is fun
JACK,1,2025-08-18 18:24:38,I absolutely hate how you made this game pay to win. Everything good was taken away and now we have to pay for it. Even the elite charge event is now 800 trophies where it was 500. It's like you are trying to ruin the game.
Isaac Alegria,1,2025-10-06 11:54:28,"I don't even feel like trying to play because they have taken out all the beginner friendly stuff in the game for money spending grind. Even the ranked mode has you go in with level 15 troops. I loved the ranked mode for its beginner friendly nature. If you had under leveled cards in the higher ladder, you could go on ranked and try on some new decks before you spent money on leveling up other cards or grinding for cards you know will work. Just because of that, I guess I'm uninstalling. Sad."
Tristin Perkins,1,2025-09-10 05:55:59,still play this game daily but its so pay to win its impossible not to get hardstuck in any given areana no matter your skill level due to people who have multiple levels higher than you in cards and towers edit: still same problem ive also ran into an issue with grinding where the game only incourages you to play 4 games a day because outside of the 4 chests you can get the pass takes forever to get with mid loot and the events are just bad and the game continues to push pay to win to the top
William Klinker,1,2025-10-30 08:28:03,"Supercell, your pay to win game has been killing me for the past 6 years. Why dont you try and actually fix how the game is played, and no I am not some kid that just lost all his trophies after being one win away from 10000"
Apx,1,2025-10-04 22:43:17,"Don't play this game, it's so horrible to progress in it because everything they do is a cash-grab. You cannot progress without spending money. Also, they could at least make Merge Tactics fun to play, but choose not to."
Kristupas Meskauskas,1,2025-09-01 15:32:03,"I've been playing for several years but all these new updates are really asking us to p2w, they removed many features that allowed f2p players progress so now I'm just stuck at an arena with underleved cards and the only way to fix that is by spending money. Fix your game Supercell!!!"
Kai Wymore,4,2025-10-08 17:39:11,"I get kicked out every 30 seconds, so sometimes it takes forever to do anything. Even when I have full bars. Fun game overall, like the cards and updates. Add more evos. Is p2w, so for me I don't pay, it makes it hard to advance arenas. I like the setup and how it works. I like doing friendly battles, because your towers have the same health. Makes me rage because I face p2w every other match or something. Love the game, play or a lot, add a new card soon. That would low-key be peak."
Joshua Wittcop,2,2025-08-21 15:31:38,"used to be an amazing game, but I refuse to spend money on this game and now that its pay to win it's not fun, boss bandit is absolutely ridiculous, and needs a nerf, Evolutions destroyed fair gameplay. so if you have a credit card and no need for money this is the game for you"
Nathan Facer,1,2025-10-23 14:03:55,"Used to be fun but its so incredibly pay to win now and card evolutions made it even more so. Insanely hard to get card evolutions without paying, not to mention card evos are very op so if you dont have good ones it is much much harder to win."
Freddie,4,2025-10-25 19:12:11,"the games peak, its obvs not perfect, no game is, its slightly pay to win, but its overall enjoyable, its a challenge but it keeps you focused, very good concept. pankakes innit"
Daniel Bonar,4,2025-08-03 12:34:01,"I've been playing for about 3 years now and i can say this is one of the best mobile games out there, no adds, and you can play without needing to pay. I highly recommend it however my only gripe with it is how it has slowly become more and more pay to win. If you do not pay you will have a hard time on ladder. The game has become flooded with low to no skilled player who buy cards and other items from the shop to think they are good and it completely ruins the game for F2P players."
Richard Mark,1,2025-11-02 03:30:55,Super Cell does nothing about all of the cheating especially elixire boost cheats going on in this game. People spend more real money to compete with all of the Cheaters. This game has turned into a Money grab joke and super cell doesn't deny it. Just look at the reviews. Dont waste your time or money..ITS A PAY TO WIN GAME THATS IT
mahad bashir,4,2025-10-16 23:09:49,"hey epic games i have been playing this game for about 9+ but the card upgrading system is very complex as it require lot of money so make an update in which we only need to collect cards and onward they get insatant upgrade. it will be great pleasure for all the consumers who have been playing this game .benefy ur consumer so that they dont leave in there disturbing life, moreover i hope u will act upon my opinion in this regard"
Ziv Anchel,1,2025-10-01 14:06:58,"If I could not go against hard counters that would be spectacular, in adition to that, why am I going up against level 15 players as a level 11 on my alt account, i'm already free to play. I can't stop playing the game, yet i've deleted it 27 times. this game is ok but on my main account it's cost me $700 in microtransactions and a phone. I'm hooked on the game like heroin, no matter how hard I try to stop playing, the new evo always has me putting in my digits."
Mr. Mayank,1,2025-08-31 06:23:53,"The most pay to win game ever created , if you're a new player thinking about starting this game please don't , you will never win a battle if you're one of the free to play people , every new update the meta changes and they buff something up and pay to win players have already unlocked a new evo and they have it maxed out you can't compete with that if you have not spent money on this game."
Josha,1,2025-10-05 22:21:24,Its the worst game i have ever played. The best card is the credit card. Imagine you invest 10k in this game. This is what most of my enemys do. Its impossible to win in 60 percent of the games cause your enemy paid more money than you. Only because the game is free in Play store doesnt mean its free ingame. This game is the perfect example why games get worse and worse each year...
Johnnyboi 21,1,2025-09-28 15:45:55,Horrible game absolutely pay to win game after the 6th arena everyone is 2 levels higher and then they have cards that are maxed out. Pure pay to win game. When you win one game it gives you barely any trophies but then when you lose it takes away twice the amount of trophies so you lose your mind this game is horrible and is for pay to win people so happily use your credit card that is the only way to win in this game. This game is buns takes 33 trophies then gives you 25 when you 3 crown someo
Kwstas X,1,2025-09-04 01:58:46,"The game is fine until you get passed arena 8. After this point the winner of a match is not the skilled one but the one who has spent the most money on this completely u balanced game. honestly, its just another pay to win game nothing special."
giant big,4,2025-09-29 22:04:52,"This is a STRATEGY game. If you can't play or don't understand what strategy means, it's not for you. Spending millions won't help if you lack strategic thinking. Money is not the key here—only inexperienced players think otherwise. You just need to focus and think smart. Commenting after 9 years of experience."
Terrance Oakley,1,2025-10-28 19:59:20,This game might be the single worst thing life has ever created. NO ONE plays to have fun nor does anyone have fun playing this game. You win 3 good in a row then you play severely over leveled players that loose you 6 in a row. DO NOT PLAY THIS GAME
Ruben Vermaak,1,2025-09-28 01:31:10,"Been playing the game for 9 years and the past few seasons have honestly been the worst ever. The game is unbalanced, pay to win and the devs are useless and never listens to the community (2v2, season shop etc.) goodluck if you are f2p. Upadte it is now the 27th of September the game is still not fixed and the new update for October also does not show much more promise. My point stands the game is pay to win and the devs are cash hungry and has no intrest in improving the game but to make money"
Rajendra panda,1,2025-09-27 03:55:18,"This game will never let you win if you are a free player, no matter how good your cards are, the opponent can still beat you without any problem. And this is the case in both merge metrics and one on one battle. No wonder so many negative reviews."
Suriaya Parvin,4,2025-10-26 18:36:30,"Its literally the best game i had ever played in my entire life, but like the thing is most things like evos and others are literally in the item shop that cost real money making this a P2W game mostly. Would have been 5 star but i have to give u this, im sry"
David Hallmond,2,2025-10-15 17:36:19,#PayToWin I don't care if I get hate it's very true and you don't hide it. royale pass is just a way for no skill and just annoying your opponent. and the skill gap is just never there. I'm either going up against someone who just keeps spamming mega-knight or someone with only level 14 cards in arena 7. You rely on money so you can just bribe more people
Monster •_•,1,2025-09-18 01:53:57,"Please improve your merge deck mode. Remove those unnecessary and annoying battle perks ( fewer troops more atk spd ) , The troop pool is the most useless, cannot make the team we want,we have to play the team which has no coordination, Doesn't provide troop when its about to be 3 star. Troop pool becomes empty before i can make my 3 star. everytime gives useless troops and higher cost troop when i am low in elixir . Its an unbalanced game mode where luck is the required skill. make bench big 2."
László Zeimen,1,2025-09-19 19:02:00,"bad experience, p2w players are ruining the game, maybe something that would help keep the game and fun alive is make the matchmaking level based, because currently my lvl 12 deck isnt good enough to beat lvl 15 evo mega knight and pekka decks, mixed with other atleast lvl 14 cards. Please stop eating money and focus on fun and actually making the game based on skill, not money."
Conner,1,2025-10-10 21:02:34,why is it that when I am almost about to go to the next arena that I play pay to win players??? You should make it fair between who plays who. this is crazy also how fast the elixir pumps is way to slow... it's feels like my opponent has infinite elixir while I have barely enough to spawn archers... please fix this.
Thomas wheeler,4,2025-08-21 21:13:39,"Good game WHEN 2V2 IS AVAILABLE. HOWEVER, Lucky drops take way too long to open for mediocre rewards, removing chests, banner&season store, keys, etc is insane... and fix clan wars before anything else. Add something to spend gold on after troops are maxed, maybe gift gems when gold storage is full like CoC."
Jens Lee,1,2025-10-07 13:36:08,this is is not good for u bcs it is pay to win and literally everyone is paying. this game is all AI u r not even playing with real human and all it does is making u lose like ten in a row and make u pay to win it and It basically control the outcome of the round. For example if the game wants u to lose It will give the AI like more exifer and just keep spamming u with the best cards ever.
Glen Selimaj,4,2025-10-12 14:54:29,"The game itself is very good, cool concept and overall its good gameplay, But theres a problem with people that p2w all the time, im only at 1.8k trophies and im seeing way too many opponents that have evolutions, Id really like for the game to lower the pay items in the game"
Kiseki Shimizu,3,2025-09-03 21:48:48,"back to three stars, this game used to be so great, everything was fine, sure maybe a bit of raging, but now I can't find entertainment, all the rounds I'm playing are usually against people who pay to win, and that's all the ""skill"" they need, they can spam any card they want already at lvl 15 when I'm barely lvl 10, please just make this more balanced, don't throw the community away with cheat p2w tactics"
Jeff Fritz,1,2025-10-10 07:09:12,I stopped playing in 2022 because of pay to win. decided to give this game another chance after of few years. enjoyed it until I started running into to pay to win wall again with the level 15 and evolution cards. absolute joke of an update making it even more pay to win. another money grab from Supercell. they should be embarrassed.
Alexis Garza,5,2025-10-24 11:05:47,I've played clash royals for a week and the first 2 days i pushed 2k trophies straight then it got way harder and i got to arena 12. Overall still very fun and very strategic. I really like how they give legendary cards technically for FREE like i have inferno dragon with the purple gem thing and royal ghost now!! I used to grind on brawl stars which i quit now because i have over 23k trophies and i feel like this is a way fun game especially because of how much strategy i need to actually win.
Michael Legoffe,1,2025-09-23 06:51:35,"This game is pay to win garbage made popular by jynxzi. early on it was fun but now they have made the most blatant unacceptable pay advantage in any game I have EVER played. If u get to a competitive arena u will only face people with card 2-3 levels higher than u and it takes MONTHS to level up ONE card without money. Until u hit the absolute top ladder, spending more than your opponent will always gift u the win and its awful as a free to play player. Basically ignore the trend this game suck"
COUNTING numbers,1,2025-11-03 18:06:37,"in the game, this game used to be fun and had to use skills. Nowdays, most players will just spend moneh on the game to get the newest cards or evo which makes free2play players unwinable. At least make it so that free2play players ca also get the newer evos easier."
B,2,2025-11-01 23:25:28,"BUG: When on merge tactics, clicking the i button that is on the merge tactics logo (right of battle button) brings up some ""Welcome to Merge Tactics"" pop-up. On this, it shows Bandit with the OLD TRAITS. No assassin, instead the OLD avenger trait on bandit. FIX YOUR BROKEN GAME SUPERCELL, LITERALLY UNPLAYABLE"
Arash Farshbaf,2,2025-09-25 16:50:12,"Extremely pay to win, oh you win 3 times in a row? Guess what, you're gonna lose 6 times and can't do anything about it. You have some skill? Your enemy has card levels way above you, what you gonna do about that? Clash of Clans is way better than this manipulative game."
Aden,1,2025-09-13 23:41:00,The game used to be great. Played for years. It just feels pay to win anymore. Devs hide behind automated messaging systems and are clearly not interested in feedback to fix this issue. Spare your sanity and your wallet.
Reda Acheache,1,2025-10-07 01:08:21,Ever since one of the latest updates I haven't been able to play the game. Game starts loading and then turns itself off. I have contacted support but apart from the generic answers they have not come up with a solution.
Chad Nelson,1,2025-09-21 19:41:45,Cheating is becoming way to common... I used to believe there wasn't much cheating on a mobile game until recently watching people spawn 5 and 7 elixir cards back to back with not breaking and just covering the field. The game has lost any sort of enjoyment.
Kyriakos Korianitis,4,2025-09-29 20:21:49,"This game has gone to he*l. This has to be the worst supercell game ever. This last update was not for loser's it was was for those who love spending money on the game and gave them another reason to do so. Clash royale dev team,FIX YOUR GAME!!!!! Edit: So I started playing again, and I'm having a lot of fun. Now, it's not what it used to be but it's a lot better than when I quit."
Carson McDonald,4,2025-09-30 04:00:48,"This game is very fun and entertaining however very pay to win, I am not paying a single dollar on this game and I am progressing decently, if you pay it is easier but if you don't you need lots of persistence and time."
David Oakill,1,2025-09-27 03:49:28,"broken game. unbalanced and poorly executed. updated to add the amount of hacking and cheating is unrivaled in any game I've ever played. should be removed from all mobile stores until it can be fixed. hacking is also out of control, wouldn't trust spending money on this."
Jenson Griffiths,3,2025-08-31 15:59:28,"a genuinely solid experience. the combat is solid, the animations and designs are good. I wouldnt call it groundbreaking, but hey, its a solid time if you've got a decent WiFi connection"
Dinenrbone,2,2025-09-29 22:49:38,"the game is enjoyable, but with more evos and cards getting released the less possible it becomes for many f2p to really go outside of one deck, or even edit it without bein under-leveled, but if you can go through that it can still be quiet enjoyable."
Guerilla War4s,1,2025-08-29 12:33:50,i can see my team dropping their cards but i dont see any play happening nor can i drop my cards. everything fast forwards after 15-20 seconds. its so buggy its not even my internets problem. wasting my time having to wait until i lose or close the game.
A Google user,1,2025-08-15 02:23:21,"pay to win and rigged games, until I finally manage to get ahead of the counter deck the bot has i lose connection, mind you im next to my router and NEVER had any problems in this area. I believe the motive behind forcing the player to lose is to make them feel like they can't win unless they pay for more stuff, and I am disappointed with what used to be one of my favorite games has become, it's an empty greedy shell of what is used to be, supercell please be better."
Caleb Chu,5,2025-09-27 04:21:16,"I love this game, its highly addictive. I just feel like CR is matching me with hard counters and p2w players like 70% of the time, but this game is good overall mainly because the CR team keeps the game active fun exiting and surprising. I asked for an in-game chat and they responded in less than two days. GREAT game and great support team."
Evan Yonan,5,2025-08-17 08:36:01,This game is really fun would want everyone to play it. I recently installed it a few months ago and this is really fun. It can be tricky at the start and a bit confusing but eventually you will be able to understand the game and enjoy it! Keep it up Clash Royale
jennifer putman,4,2025-09-29 20:28:48,"I've been playing for few years and its changed a lot from when I began. most of my cards are maxed out, I do not pay to play. join a clan, if you can get dash pass will help you increase lvl and card lvls but if not just take ur time. eventually you'll get there. its z game for fun and just like any game there are ppl who pay to play. there are nice ppl toxic ppl. but again its a game if its not fun for you, find one that is..."
ian s,1,2025-10-04 13:38:22,"It used to be fun. Supercell has always been greedy, but they've taken it way too far. Probably the most pay to win competitive game ever made. A good online multi-player game is supposed to be fair. This game couldn't be further from fair."
Logan Cole,1,2025-09-27 00:56:30,It's a fun game but it's entirely pay to win. If you actually plan to be competitive (which is the standard gamemode) then you would have to spend hundreds of dollars just to have a shot.
Hermes,3,2025-10-11 22:37:58,This is one of the best games ever made but I really despise having to tap a bunch of times to open a chest. It doesn't create the reward system that I think it is supposed to create. Please make it an option to remove that!!
drake kielborn,5,2025-10-14 22:45:47,I love this game I played a few years ago and just got back into it is annoying when you get matched with people of way higher card levels than you but I guess that's how matchmaking works. I do wish there were evos in stuff like mega draft or triple draft for private battles because the regular mode isn't worth progressing unless your trying to flex.
Alligator Games,1,2025-08-28 17:22:37,"I'll give Clash Royale 1 star until there is a creative and entertaining update to have fun with. I quit for now. 28/08/25 // Clan Wars Update? Season Shop? Chests? Star levels? Absurdly unbalanced gameplay?... So many complaints with no solutions... They keep away from solving the community complaints... I loved this game back in the beginning, but they went in the worst direction... Clash Royale clearly shows what NOT to do in a video game that already worked."
Rio Watson Tan,2,2025-09-26 20:26:43,this game was filled to p2w players and all you could do to get past certain points was to pay to win. this game is filled of ways to buy your way to the top and skip a lot of progress.
Cameron Kruse,1,2025-09-07 08:31:19,"the game is fun until it becomes rigged, the matchmaking system puts me up against a robot with a deck that is meant to completely counter mine, even if the cards it uses aren't able to be obtained in my arena. I am locked in arena 7-8 because it keeps putting me against these robots, how no one has said anything about the robot is insane."
Arik Ahmed,1,2025-09-30 03:27:44,"They are trying to kill the game with this new updates. Now you get half of the rewards you used to get before the new update. Old problems such as Bad matchmaking, super hard and time consuming to upgrade cards, still remain."
Jac Pritchard,1,2025-08-30 01:58:40,"I'm at 9k and clash royale has quite literally ruined my future, hopes, dreams and respect. U may not believe a single, harmless game can do this permanent damage to a person but TRUST ME, IT DOES! I hate this game so much but it's so addictive that I cannot come to agreement with myself to actually uninstall this TERRIBLE game. Thanks clash for bringing this pain upon me..."
sal sar,1,2025-09-21 13:30:27,"Clash Royale was once a skill-based game where strategy and timing determined victory. Today, matches often hinge on who has access to overpowered cards rather than tactical prowess. The competitive scene, once vibrant and respected, has become a shadow of its former self. Evolutions and tower troops overshadow strategic gameplay, turning matches into races to out-cycle broken mechanics"
Abdias Moreno,4,2025-08-26 09:29:31,People say it's pay to win. Not true. I'm at 10000 trophies(which means I beat the game) played since the beginning of last year. I've never paid a cent and yet I've got 17 evos. I grind If u don't it'll take longer to get higher. But it's certainly possible. Everyone who's frustrated has skill issue. 4 stars because it's just not perfect. Occasional bugs and bad balance changes. They do ask crazy amounts for new op cards only to nerf them. Besides that it's awesome
piefee,1,2025-09-03 06:58:18,I've been playing for years and I actually hate war matchmaking and when they have level 13+ cards when I'm level 11 is why I'm not going to be playing anymore and it's way to hard to upgrade high level cards your going to be dumping lots of money to -update game is still hot garbage level 10 cards matching with people with level 13+ cards how is somone supposed to play f2p
Knight Elmer L. Agosto,5,2025-10-22 07:41:31,"Clash Royale is honestly one of the best games out there. It’s fun, strategic, and super addictive. I still get hyped winning close matches or unlocking new cards. The graphics and updates keep it fresh, and it never really gets boring. Easy 5 stars."
Buddo,1,2025-10-18 20:31:47,"I’m a mid-ladder player at around 6,7k trophies, and the game is absolutely unplayable here!!! Admittedly, my cards are underleveled at level 11, but everyone else has level 13–14 cards, and the Mega Knight is a huge problem. YES, I know how to defend him, but try defending a level 14 Mega Knight with level 11 cards. And you literally face him every second match! 95% of players have been screaming for a nerf for 7 years, but Supercell doesn’t care about anyone who isn’t a pro!"
Gavyn Thomas-McCown,4,2025-10-18 01:32:02,"fun, easy for everyone, and not a lot of glitches. the only problem was you kinda have to buy things to win in the high league. so it was a five-star, but I don't want to spend money."
JAYDEN WAIT,5,2025-10-25 18:44:33,This game is one of the best games i have ever gotten into. Ive been playing for a couple seasons now and i think the game is kinda pay to win. As an anrena 13 player i think that you should not unlock the use of p2w becasue were in such low arenas
Vince Norman,1,2025-10-18 05:37:20,"Absolutely terrible game. Way to p2w, and the trophy loss system should be half of what u win. Takes forever to get any new cards and half of your opponents have overfeed cards from micro transactions. I wouldn't recommend to even try it."
Joseph,3,2025-10-24 11:45:40,"I like the way chests work, but the monetization is horrendous. All over the place the game advertizes ""free"" things that are not free, they cost money. THATS NOT FREE."
Matt Abel,1,2025-11-03 23:36:15,"This game used to be fun and had a lot of potential, but at this point it's only fun until you get to level 13-14. After that, you will meet the pay to win kids with their dad's credit card. They own everything, every Evo, every card is 15, and the wall to get from 14 to 15 is pay to win itself. If you spend zero dollars on this game, I can guarantee you that you'll never own every Evo, and you'll never get every card to 15. It is objectively impossible to do. You will hate it or spend $$$$$$$$$"
Austin Bidlen,1,2025-10-25 04:03:24,"why make a game when even the devs admit to it being pay to win if you don't have money to spend on this game your not getting anywhere people having cards and evos they shouldnt have or Smurfers who get rlly high in the game and then restart cuc ""it's not fun anymore"" my opinion take out everything that cost real money and make where you have to earn your cars like how it was"
Ossiel Flores,5,2025-10-21 02:51:04,Incredibly fun and adictive! The quick strategic 1v1 battles are perffect for mobile gaming. Great blend of cards collecting and real-time action. Always feel rewarding to win. A must download!!
Antonio D,5,2025-11-03 22:40:46,"Always fun, it is kind of ilke star wars chess!!!! after the recent update they stripped the merge tactics section of mine! im so upset. i re-download the game to play that mode."
nick christakis,1,2025-10-23 06:58:59,Ive had my account since 2016. Nd i gotta say this is awful now. really just a cashgrab. ive never seen a game so dependent on spending money. i remember when this game too some form of strategy. now yu jus get bullied if yu dont spend money. yu cant compete unless yu have money to spend or make this game yur entire life.
James,4,2025-10-28 19:31:07,Good game as long as you realise that you are not playing in real time against live opponents. It has always been an AI lead game. There really is no need to spend lots of money. Just have fun.
Tamer Duoma,5,2025-10-31 04:53:00,"this game is great! it's easy to understand, very fun, and needs strategic thinking. this game acts as a fresh restart for the people with sharp minds. I honestly think that this is the best mobile game ever"
William Davis,1,2025-10-21 11:07:29,"I hate this game, and the devs, with a passion. However, I've played it for 8 years. At least I've never given them any money. Update: Fix the merge battle system you cucks! Update: 500 characters isn't enough to express my hatred of the devs. I'm praying that their obvious lack of morals drives them to off themselves. Merge battle is 80% luck based, everything else is pay to win. I have everything except evolutions and champions maxed, have 5 mil gold, 9 years in now. How am I not maxed? kys cr"
Kyle Cary,1,2025-10-20 09:14:05,"terrible experience, the game refused to refund me when I was unsatisfied with their misleading purchases and then didnt allow me to participate in an event because I wasnt in a clan when it started. I hope someone mails a bomb to you."
vSnazzy1,1,2025-11-04 17:09:48,i wanna play this game again I wanna give it a 5 Star but I've got 1 problem I've tried everything when I try to log into my level 30 account I put my email in but it never sends the verification code I've checked every folder even spam and nothing gets sent can you plzz help me
Allen,1,2025-10-27 01:46:56,"Jynxzi is the only reason this game is big. It's terrible, the spammers, the hard counters, bm, terrible fan base. Terrible game overall. I could be placing everything down and be countered by a Pekka and two more behind that."
Safyan,1,2025-10-27 01:03:24,terrible recent experience. i have lost so many crowns just because of poor connection issues even though my wifi works fine. i keep having to login again in between games.
